world_size,init_life,rand,sync,deterministic_period,p,second_threshold,living
64,50,true,false,2,0.65,8,66.1377
64,50,true,false,2,0.65,8,65.5273
64,50,true,false,2,0.65,8,65.9668
64,50,true,false,2,0.65,8,66.0889
64,50,true,false,2,0.65,8,65.0391
64,50,true,false,2,0.65,8,66.3086
64,50,true,false,2,0.65,8,65.7227
64,50,true,false,2,0.65,8,66.8945
64,50,true,false,2,0.65,8,65.5518
64,50,true,false,2,0.65,8,66.8213
64,50,true,false,2,0.65,8,65.6006
64,50,true,false,2,0.65,8,65.6738
64,50,true,false,2,0.65,8,65.4053
64,50,true,false,2,0.65,8,65.9668
64,50,true,false,2,0.65,8,65.9668
64,50,true,false,2,0.65,8,65.6982
64,50,true,false,2,0.65,8,66.3818
64,50,true,false,2,0.65,8,65.5273
64,50,true,false,2,0.65,8,65.8447
64,50,true,false,2,0.65,8,65.5518
64,50,true,false,2,0.65,8,65.3564
64,50,true,false,2,0.65,8,66.0400
64,50,true,false,2,0.65,8,65.2832
64,50,true,false,2,0.65,8,66.0400
64,50,true,false,2,0.65,8,65.0146
64,50,true,false,2,0.65,8,66.3330
64,50,true,false,2,0.65,8,66.2354
64,50,true,false,2,0.65,8,65.5029
64,50,true,false,2,0.65,8,65.8447
64,50,true,false,2,0.65,8,65.3076
64,50,true,false,2,0.65,8,66.5283
64,50,true,false,2,0.65,8,65.0635
64,50,true,false,2,0.65,8,65.4297
64,50,true,false,2,0.65,8,65.6494
64,50,true,false,2,0.65,8,65.6738
64,50,true,false,2,0.65,8,65.6738
64,50,true,false,2,0.65,8,67.4072
64,50,true,false,2,0.65,8,66.0400
64,50,true,false,2,0.65,8,66.4307
64,50,true,false,2,0.65,8,66.2109
64,50,true,false,2,0.65,8,65.9912
64,50,true,false,2,0.65,8,66.3818
64,50,true,false,2,0.65,8,64.8438
64,50,true,false,2,0.65,8,66.2109
64,50,true,false,2,0.65,8,65.6006
64,50,true,false,2,0.65,8,65.7959
64,50,true,false,2,0.65,8,66.2109
64,50,true,false,2,0.65,8,65.4297
64,50,true,false,2,0.65,8,65.5273
64,50,true,false,2,0.65,8,65.7227
64,50,true,false,2,0.65,8,64.7705
64,50,true,false,2,0.65,8,65.7715
64,50,true,false,2,0.65,8,66.5039
64,50,true,false,2,0.65,8,65.4053
64,50,true,false,2,0.65,8,66.4063
64,50,true,false,2,0.65,8,64.9414
64,50,true,false,2,0.65,8,66.1621
64,50,true,false,2,0.65,8,66.2842
64,50,true,false,2,0.65,8,66.6992
64,50,true,false,2,0.65,8,65.6494
64,50,true,false,2,0.65,8,65.5029
64,50,true,false,2,0.65,8,66.6992
64,50,true,false,2,0.65,8,66.1377
64,50,true,false,2,0.65,8,66.0400
64,50,true,false,2,0.65,8,66.9678
64,50,true,false,2,0.65,8,66.5771
64,50,true,false,2,0.65,8,66.1865
64,50,true,false,2,0.65,8,65.8447
64,50,true,false,2,0.65,8,65.7715
64,50,true,false,2,0.65,8,65.3809
64,50,true,false,2,0.65,8,66.2109
64,50,true,false,2,0.65,8,64.9658
64,50,true,false,2,0.65,8,66.5771
64,50,true,false,2,0.65,8,65.9424
64,50,true,false,2,0.65,8,67.0166
64,50,true,false,2,0.65,8,66.0645
64,50,true,false,2,0.65,8,65.7715
64,50,true,false,2,0.65,8,65.7715
64,50,true,false,2,0.65,8,65.6494
64,50,true,false,2,0.65,8,65.6738
64,50,true,false,2,0.65,8,65.9912
64,50,true,false,2,0.65,8,65.6250
64,50,true,false,2,0.65,8,67.0410
64,50,true,false,2,0.65,8,66.4551
64,50,true,false,2,0.65,8,66.0889
64,50,true,false,2,0.65,9,67.0898
64,50,true,false,2,0.65,9,67.8223
64,50,true,false,2,0.65,9,67.7979
64,50,true,false,2,0.65,9,67.7002
64,50,true,false,2,0.65,9,67.7490
64,50,true,false,2,0.65,9,68.6523
64,50,true,false,2,0.65,9,66.2354
64,50,true,false,2,0.65,9,66.9678
64,50,true,false,2,0.65,9,66.5771
64,50,true,false,2,0.65,9,68.3594
64,50,true,false,2,0.65,9,68.7744
64,50,true,false,2,0.65,9,67.3096
64,50,true,false,2,0.65,9,67.1631
64,50,true,false,2,0.65,9,68.4814
64,50,true,false,2,0.65,9,66.9434
64,50,true,false,2,0.65,9,65.7471
64,50,true,false,2,0.65,9,67.8467
64,50,true,false,2,0.65,9,67.6270
64,50,true,false,2,0.65,9,67.7734
64,50,true,false,2,0.65,9,67.1143
64,50,true,false,2,0.65,9,67.5049
64,50,true,false,2,0.65,9,67.7734
64,50,true,false,2,0.65,9,67.3584
64,50,true,false,2,0.65,9,67.9199
64,50,true,false,2,0.65,9,67.4805
64,50,true,false,2,0.65,9,66.9678
64,50,true,false,2,0.65,9,67.3584
64,50,true,false,2,0.65,9,67.8467
64,50,true,false,2,0.65,9,66.4063
64,50,true,false,2,0.65,9,66.9189
64,50,true,false,2,0.65,9,67.8711
64,50,true,false,2,0.65,9,66.6260
64,50,true,false,2,0.65,9,66.6748
64,50,true,false,2,0.65,9,67.3340
64,50,true,false,2,0.65,9,68.0420
64,50,true,false,2,0.65,9,66.9189
64,50,true,false,2,0.65,9,66.6992
64,50,true,false,2,0.65,9,66.5283
64,50,true,false,2,0.65,9,67.7002
64,50,true,false,2,0.65,9,66.1621
64,50,true,false,2,0.65,9,66.6748
64,50,true,false,2,0.65,9,67.6270
64,50,true,false,2,0.65,9,66.4063
64,50,true,false,2,0.65,9,65.9424
64,50,true,false,2,0.65,9,67.9688
64,50,true,false,2,0.65,9,66.3330
64,50,true,false,2,0.65,9,67.6758
64,50,true,false,2,0.65,9,67.4561
64,50,true,false,2,0.65,9,67.3828
64,50,true,false,2,0.65,9,66.9189
64,50,true,false,2,0.65,9,67.9932
64,50,true,false,2,0.65,9,67.9199
64,50,true,false,2,0.65,9,66.9922
64,50,true,false,2,0.65,9,67.0898
64,50,true,false,2,0.65,9,67.3828
64,50,true,false,2,0.65,9,67.1143
64,50,true,false,2,0.65,9,67.0898
64,50,true,false,2,0.65,9,67.6270
64,50,true,false,2,0.65,9,67.0166
64,50,true,false,2,0.65,9,67.7002
64,50,true,false,2,0.65,9,67.1631
64,50,true,false,2,0.65,9,67.7246
64,50,true,false,2,0.65,9,66.9678
64,50,true,false,2,0.65,9,67.6758
64,50,true,false,2,0.65,9,66.7480
64,50,true,false,2,0.65,9,67.7490
64,50,true,false,2,0.65,9,67.3340
64,50,true,false,2,0.65,9,67.9932
64,50,true,false,2,0.65,9,68.6768
64,50,true,false,2,0.65,9,65.4541
64,50,true,false,2,0.65,9,66.4551
64,50,true,false,2,0.65,9,66.7236
64,50,true,false,2,0.65,9,67.6758
64,50,true,false,2,0.65,9,67.0410
64,50,true,false,2,0.65,9,68.5303
64,50,true,false,2,0.65,9,67.4561
64,50,true,false,2,0.65,9,68.0176
64,50,true,false,2,0.65,9,68.1885
64,50,true,false,2,0.65,9,67.6025
64,50,true,false,2,0.65,9,67.8467
64,50,true,false,2,0.65,9,66.5039
64,50,true,false,2,0.65,9,66.8701
64,50,true,false,2,0.65,9,68.0420
64,50,true,false,2,0.65,9,67.4316
64,50,true,false,2,0.65,9,68.0176
64,50,true,false,2,0.65,9,66.2842
64,50,true,false,2,0.65,9,66.8213
64,50,true,false,2,0.65,9,67.0654
64,50,true,false,2,0.65,9,68.1152
64,50,true,false,2,0.65,9,67.7490
64,50,true,false,2,0.65,9,68.1885
64,50,true,false,2,0.65,9,67.0166
64,50,true,false,2,0.65,9,66.8701
64,50,true,false,2,0.65,9,68.3105
64,50,true,false,2,0.65,9,67.4805
64,50,true,false,2,0.65,9,66.8457
64,50,true,false,2,0.65,9,68.0176
64,50,true,false,2,0.65,9,66.4551
64,50,true,false,2,0.65,9,66.1377
64,50,true,false,2,0.65,9,67.7002
64,50,true,false,2,0.65,9,66.4551
64,50,true,false,2,0.65,9,67.0654
64,50,true,false,2,0.65,9,66.6260
64,50,true,false,2,0.65,9,66.2109
64,50,true,false,2,0.65,9,67.2852
64,50,true,false,2,0.65,9,67.6025
64,50,true,false,2,0.65,9,67.2852
64,50,true,false,2,0.65,9,66.4063
64,50,true,false,2,0.65,9,68.4570
64,50,true,false,2,0.65,9,67.3584
64,50,true,false,2,0.65,9,66.7969
64,50,true,false,2,0.65,9,66.4063
64,50,true,false,2,0.65,9,67.2607
64,50,true,false,2,0.65,9,66.7236
64,50,true,false,2,0.65,9,67.3096
64,50,true,false,2,0.65,9,65.4785
64,50,true,false,2,0.65,9,66.7969
64,50,true,false,2,0.65,9,68.0908
64,50,true,false,2,0.65,9,65.8936
64,50,true,false,2,0.65,9,67.0654
64,50,true,false,2,0.65,9,66.3574
64,50,true,false,2,0.65,9,66.6992
64,50,true,false,2,0.65,9,67.2363
64,50,true,false,2,0.65,9,66.9922
64,50,true,false,2,0.65,9,67.0654
64,50,true,false,2,0.65,9,67.2363
64,50,true,false,2,0.65,9,67.2119
64,50,true,false,2,0.65,9,66.1621
64,50,true,false,2,0.65,9,67.0166
64,50,true,false,2,0.65,9,67.0654
64,50,true,false,2,0.65,9,67.9932
64,50,true,false,2,0.65,9,67.1875
64,50,true,false,2,0.65,9,66.9434
64,50,true,false,2,0.65,9,66.9678
64,50,true,false,2,0.65,9,66.4795
64,50,true,false,2,0.65,9,67.4805
64,50,true,false,2,0.65,9,66.5527
64,50,true,false,2,0.65,9,65.6982
64,50,true,false,2,0.65,9,66.7236
64,50,true,false,2,0.65,9,67.0166
64,50,true,false,2,0.65,9,66.9922
64,50,true,false,2,0.65,9,66.9678
64,50,true,false,2,0.65,9,67.7246
64,50,true,false,2,0.65,9,66.8457
64,50,true,false,2,0.65,9,67.0654
64,50,true,false,2,0.65,9,67.8223
64,50,true,false,2,0.65,9,67.6514
64,50,true,false,2,0.65,9,67.2363
64,50,true,false,2,0.65,9,67.3096
64,50,true,false,2,0.65,9,67.1631
64,50,true,false,2,0.65,9,67.4316
64,50,true,false,2,0.65,9,67.0166
64,50,true,false,2,0.65,9,66.3330
64,50,true,false,2,0.65,9,67.6270
64,50,true,false,2,0.65,9,66.7236
64,50,true,false,2,0.65,9,66.6260
64,50,true,false,2,0.65,9,67.5781
64,50,true,false,2,0.65,9,68.3350
64,50,true,false,2,0.65,9,67.7490
64,50,true,false,2,0.65,9,67.2363
64,50,true,false,2,0.65,9,67.3340
64,50,true,false,2,0.65,9,68.3838
64,50,true,false,2,0.65,9,67.3340
64,50,true,false,2,0.65,9,68.4082
64,50,true,false,2,0.65,9,67.2119
64,50,true,false,2,0.65,9,66.8701
64,50,true,false,2,0.65,9,67.4072
64,50,true,false,2,0.65,9,66.7480
64,50,true,false,2,0.65,9,68.1152
64,50,true,false,2,0.65,9,67.7490
64,50,true,false,2,0.65,9,68.4814
64,50,true,false,2,0.65,9,67.5293
64,50,true,false,2,0.65,9,68.1641
64,50,true,false,2,0.65,9,66.2598
64,50,true,false,2,0.65,9,66.7480
64,50,true,false,2,0.65,9,65.9180
64,50,true,false,2,0.65,9,67.6514
64,50,true,false,2,0.65,9,67.3096
64,50,true,false,2,0.65,9,66.4063
64,50,true,false,2,0.65,9,66.8213
64,50,true,false,2,0.65,9,65.7471
64,50,true,false,2,0.65,9,66.9922
64,50,true,false,2,0.65,9,67.9443
64,50,true,false,2,0.65,9,66.7236
64,50,true,false,2,0.65,9,66.2842
64,50,true,false,2,0.65,9,66.0156
64,50,true,false,2,0.65,9,67.0898
64,50,true,false,2,0.65,9,67.1631
64,50,true,false,2,0.65,9,67.0654
64,50,true,false,2,0.65,9,67.1875
64,50,true,false,2,0.65,9,67.0654
64,50,true,false,2,0.65,9,67.4805
64,50,true,false,2,0.65,9,68.1152
64,50,true,false,2,0.65,9,67.2607
64,50,true,false,2,0.65,9,66.3574
64,50,true,false,2,0.65,9,67.2363
64,50,true,false,2,0.65,9,66.8457
64,50,true,false,2,0.65,9,66.9434
64,50,true,false,2,0.65,9,66.6016
64,50,true,false,2,0.65,9,67.6025
64,50,true,false,2,0.70,4,42.1143
64,50,true,false,2,0.70,4,42.5293
64,50,true,false,2,0.70,4,42.9932
64,50,true,false,2,0.70,4,41.9434
64,50,true,false,2,0.70,4,43.2617
64,50,true,false,2,0.70,4,41.7969
64,50,true,false,2,0.70,4,42.7979
64,50,true,false,2,0.70,4,42.1631
64,50,true,false,2,0.70,4,40.8447
64,50,true,false,2,0.70,4,40.9668
64,50,true,false,2,0.70,4,41.6016
64,50,true,false,2,0.70,4,42.0166
64,50,true,false,2,0.70,4,42.2607
64,50,true,false,2,0.70,4,42.3584
64,50,true,false,2,0.70,4,42.7246
64,50,true,false,2,0.70,4,42.7734
64,50,true,false,2,0.70,4,41.6992
64,50,true,false,2,0.70,4,41.7480
64,50,true,false,2,0.70,4,41.2109
64,50,true,false,2,0.70,4,41.3330
64,50,true,false,2,0.70,4,42.1387
64,50,true,false,2,0.70,4,42.9688
64,50,true,false,2,0.70,4,42.3584
64,50,true,false,2,0.70,4,41.9434
64,50,true,false,2,0.70,4,42.4316
64,50,true,false,2,0.70,4,41.1377
64,50,true,false,2,0.70,4,42.2607
64,50,true,false,2,0.70,4,42.3340
64,50,true,false,2,0.70,4,42.4805
64,50,true,false,2,0.70,4,42.0654
64,50,true,false,2,0.70,4,42.6025
64,50,true,false,2,0.70,4,41.8701
64,50,true,false,2,0.70,4,42.7979
64,50,true,false,2,0.70,4,42.6270
64,50,true,false,2,0.70,4,41.8701
64,50,true,false,2,0.70,4,41.7236
64,50,true,false,2,0.70,4,42.6025
64,50,true,false,2,0.70,4,41.2354
64,50,true,false,2,0.70,4,42.5293
64,50,true,false,2,0.70,4,42.6514
64,50,true,false,2,0.70,4,41.9678
64,50,true,false,2,0.70,4,42.0654
64,50,true,false,2,0.70,4,42.2119
64,50,true,false,2,0.70,4,42.0898
64,50,true,false,2,0.70,4,42.8955
64,50,true,false,2,0.70,4,42.3584
64,50,true,false,2,0.70,4,42.5049
64,50,true,false,2,0.70,4,43.2373
64,50,true,false,2,0.70,4,41.7480
64,50,true,false,2,0.70,4,41.4551
64,50,true,false,2,0.70,4,42.5293
64,50,true,false,2,0.70,4,42.5293
64,50,true,false,2,0.70,4,42.2119
64,50,true,false,2,0.70,4,42.8467
64,50,true,false,2,0.70,4,42.8711
64,50,true,false,2,0.70,4,41.1133
64,50,true,false,2,0.70,4,43.1885
64,50,true,false,2,0.70,4,42.0166
64,50,true,false,2,0.70,4,43.0420
64,50,true,false,2,0.70,4,42.0898
64,50,true,false,2,0.70,4,42.9199
64,50,true,false,2,0.70,4,42.0166
64,50,true,false,2,0.70,4,40.9912
64,50,true,false,2,0.70,4,42.2363
64,50,true,false,2,0.70,4,41.7725
64,50,true,false,2,0.70,4,42.3340
64,50,true,false,2,0.70,4,42.5781
64,50,true,false,2,0.70,4,41.7480
64,50,true,false,2,0.70,4,42.1387
64,50,true,false,2,0.70,4,41.3574
64,50,true,false,2,0.70,4,41.3574
64,50,true,false,2,0.70,4,42.3584
64,50,true,false,2,0.70,4,42.0898
64,50,true,false,2,0.70,4,42.5781
64,50,true,false,2,0.70,4,43.0420
64,50,true,false,2,0.70,4,42.4805
64,50,true,false,2,0.70,4,43.5303
64,50,true,false,2,0.70,4,41.6016
64,50,true,false,2,0.70,4,42.8955
64,50,true,false,2,0.70,4,42.0166
64,50,true,false,2,0.70,4,42.5537
64,50,true,false,2,0.70,4,42.2119
64,50,true,false,2,0.70,4,43.1885
64,50,true,false,2,0.70,4,42.3828
64,50,true,false,2,0.70,4,43.3350
64,50,true,false,2,0.70,4,41.6748
64,50,true,false,2,0.70,4,41.6260
64,50,true,false,2,0.70,4,41.8945
64,50,true,false,2,0.70,4,43.0908
64,50,true,false,2,0.70,4,42.0898
64,50,true,false,2,0.70,4,43.0908
64,50,true,false,2,0.70,4,42.8711
64,50,true,false,2,0.70,4,42.8223
64,50,true,false,2,0.70,4,42.3828
64,50,true,false,2,0.70,4,41.7236
64,50,true,false,2,0.70,4,41.4795
64,50,true,false,2,0.70,4,43.0176
64,50,true,false,2,0.70,4,42.7002
64,50,true,false,2,0.70,4,42.0654
64,50,true,false,2,0.70,4,42.3340
64,50,true,false,2,0.70,4,42.7979
64,50,true,false,2,0.70,4,42.1631
64,50,true,false,2,0.70,4,42.7002
64,50,true,false,2,0.70,4,41.5527
64,50,true,false,2,0.70,4,43.3350
64,50,true,false,2,0.70,4,42.9688
64,50,true,false,2,0.70,4,41.3574
64,50,true,false,2,0.70,4,42.7734
64,50,true,false,2,0.70,4,43.0908
64,50,true,false,2,0.70,4,41.6260
64,50,true,false,2,0.70,4,41.3086
64,50,true,false,2,0.70,4,41.3330
64,50,true,false,2,0.70,4,43.1885
64,50,true,false,2,0.70,4,41.7969
64,50,true,false,2,0.70,4,41.9434
64,50,true,false,2,0.70,4,42.4561
64,50,true,false,2,0.70,4,42.0166
64,50,true,false,2,0.70,4,41.4063
64,50,true,false,2,0.70,4,40.8203
64,50,true,false,2,0.70,4,43.0176
64,50,true,false,2,0.70,4,41.8213
64,50,true,false,2,0.70,4,42.7490
64,50,true,false,2,0.70,4,42.8955
64,50,true,false,2,0.70,4,42.8955
64,50,true,false,2,0.70,4,42.6514
64,50,true,false,2,0.70,4,42.5049
64,50,true,false,2,0.70,4,41.8457
64,50,true,false,2,0.70,4,43.0664
64,50,true,false,2,0.70,4,41.4551
64,50,true,false,2,0.70,4,42.0654
64,50,true,false,2,0.70,4,41.4795
64,50,true,false,2,0.70,4,42.2119
64,50,true,false,2,0.70,4,43.1641
64,50,true,false,2,0.70,4,42.0166
64,50,true,false,2,0.70,4,42.2363
64,50,true,false,2,0.70,4,40.9912
64,50,true,false,2,0.70,4,41.6260
64,50,true,false,2,0.70,4,42.5049
64,50,true,false,2,0.70,4,41.3574
64,50,true,false,2,0.70,4,43.0664
64,50,true,false,2,0.70,4,43.2373
64,50,true,false,2,0.70,4,41.9678
64,50,true,false,2,0.70,4,41.9434
64,50,true,false,2,0.70,4,42.4805
64,50,true,false,2,0.70,4,42.5293
64,50,true,false,2,0.70,4,42.3096
64,50,true,false,2,0.70,4,42.5293
64,50,true,false,2,0.70,4,41.5771
64,50,true,false,2,0.70,4,42.3340
64,50,true,false,2,0.70,4,42.7002
64,50,true,false,2,0.70,4,41.2842
64,50,true,false,2,0.70,4,43.2373
64,50,true,false,2,0.70,4,40.9180
64,50,true,false,2,0.70,4,43.3594
64,50,true,false,2,0.70,4,43.2129
64,50,true,false,2,0.70,4,42.7246
64,50,true,false,2,0.70,4,43.1885
64,50,true,false,2,0.70,4,42.1875
64,50,true,false,2,0.70,4,42.0654
64,50,true,false,2,0.70,4,41.9922
64,50,true,false,2,0.70,4,42.2363
64,50,true,false,2,0.70,4,42.1631
64,50,true,false,2,0.70,4,42.4072
64,50,true,false,2,0.70,4,42.1631
64,50,true,false,2,0.70,4,42.3828
64,50,true,false,2,0.70,4,42.6025
64,50,true,false,2,0.70,4,41.5039
64,50,true,false,2,0.70,4,41.9434
64,50,true,false,2,0.70,4,41.9434
64,50,true,false,2,0.70,4,42.2607
64,50,true,false,2,0.70,4,42.8467
64,50,true,false,2,0.70,4,42.4805
64,50,true,false,2,0.70,4,42.0166
64,50,true,false,2,0.70,4,42.5293
64,50,true,false,2,0.70,4,42.7002
64,50,true,false,2,0.70,4,40.8936
64,50,true,false,2,0.70,4,41.5039
64,50,true,false,2,0.70,4,41.8457
64,50,true,false,2,0.70,4,42.1143
64,50,true,false,2,0.70,4,41.6748
64,50,true,false,2,0.70,4,42.0166
64,50,true,false,2,0.70,4,41.6504
64,50,true,false,2,0.70,4,41.0889
64,50,true,false,2,0.70,4,42.6270
64,50,true,false,2,0.70,4,43.1152
64,50,true,false,2,0.70,4,42.4805
64,50,true,false,2,0.70,4,42.0898
64,50,true,false,2,0.70,4,43.8232
64,50,true,false,2,0.70,4,40.8936
64,50,true,false,2,0.70,4,41.8213
64,50,true,false,2,0.70,4,42.5781
64,50,true,false,2,0.70,4,42.7002
64,50,true,false,2,0.70,4,40.6982
64,50,true,false,2,0.70,4,43.1396
64,50,true,false,2,0.70,4,42.6758
64,50,true,false,2,0.70,4,42.4316
64,50,true,false,2,0.70,4,42.7979
64,50,true,false,2,0.70,4,41.6748
64,50,true,false,2,0.70,4,42.1631
64,50,true,false,2,0.70,4,42.1143
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,50.3418
64,50,true,false,2,0.70,5,50.3174
64,50,true,false,2,0.70,5,50.1709
64,50,true,false,2,0.70,5,50.2197
64,50,true,false,2,0.70,5,50.2930
64,50,true,false,2,0.70,5,50.2686
64,50,true,false,2,0.70,5,50.2197
64,50,true,false,2,0.70,5,50.1709
64,50,true,false,2,0.70,5,49.9756
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,50.1221
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,50.2441
64,50,true,false,2,0.70,5,49.9268
64,50,true,false,2,0.70,5,50.2930
64,50,true,false,2,0.70,5,49.7559
64,50,true,false,2,0.70,5,50.1953
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,49.5605
64,50,true,false,2,0.70,5,50.1709
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,50.2930
64,50,true,false,2,0.70,5,49.9023
64,50,true,false,2,0.70,5,50.0244
64,50,true,false,2,0.70,5,50.0244
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,50.3662
64,50,true,false,2,0.70,5,50.0244
64,50,true,false,2,0.70,5,49.9023
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,50.1465
64,50,true,false,2,0.70,5,50.2686
64,50,true,false,2,0.70,5,50.2930
64,50,true,false,2,0.70,5,50.1709
64,50,true,false,2,0.70,5,49.8779
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,50.2441
64,50,true,false,2,0.70,5,50.1221
64,50,true,false,2,0.70,5,49.9268
64,50,true,false,2,0.70,5,50.2686
64,50,true,false,2,0.70,5,50.0244
64,50,true,false,2,0.70,5,50.2686
64,50,true,false,2,0.70,5,50.2930
64,50,true,false,2,0.70,5,49.9756
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,50.1953
64,50,true,false,2,0.70,5,49.9023
64,50,true,false,2,0.70,5,50.2686
64,50,true,false,2,0.70,5,49.9023
64,50,true,false,2,0.70,5,49.9512
64,50,true,false,2,0.70,5,50.0732
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,49.9023
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,49.9023
64,50,true,false,2,0.70,5,49.8291
64,50,true,false,2,0.70,5,50.2930
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,50.0732
64,50,true,false,2,0.70,5,50.1709
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,50.0732
64,50,true,false,2,0.70,5,49.9756
64,50,true,false,2,0.70,5,50.0732
64,50,true,false,2,0.70,5,49.9268
64,50,true,false,2,0.70,5,50.1953
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,50.0732
64,50,true,false,2,0.70,5,50.1465
64,50,true,false,2,0.70,5,50.0244
64,50,true,false,2,0.70,5,50.0732
64,50,true,false,2,0.70,5,50.1465
64,50,true,false,2,0.70,5,50.4150
64,50,true,false,2,0.70,5,49.6826
64,50,true,false,2,0.70,5,50.1221
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,49.7559
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,49.8291
64,50,true,false,2,0.70,5,50.1465
64,50,true,false,2,0.70,5,50.0244
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,49.9756
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,50.1465
64,50,true,false,2,0.70,5,49.9268
64,50,true,false,2,0.70,5,49.7803
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,50.0732
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,49.9268
64,50,true,false,2,0.70,5,49.9512
64,50,true,false,2,0.70,5,49.9512
64,50,true,false,2,0.70,5,50.0244
64,50,true,false,2,0.70,5,50.1221
64,50,true,false,2,0.70,5,50.0732
64,50,true,false,2,0.70,5,50.2686
64,50,true,false,2,0.70,5,49.8291
64,50,true,false,2,0.70,5,50.1465
64,50,true,false,2,0.70,5,49.7803
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,49.9268
64,50,true,false,2,0.70,5,50.1221
64,50,true,false,2,0.70,5,49.9023
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,50.0977
64,50,true,false,2,0.70,5,50.2441
64,50,true,false,2,0.70,5,49.9268
64,50,true,false,2,0.70,5,50.2441
64,50,true,false,2,0.70,5,49.9023
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,49.9268
64,50,true,false,2,0.70,5,50.4395
64,50,true,false,2,0.70,5,50.1953
64,50,true,false,2,0.70,5,49.7314
64,50,true,false,2,0.70,5,50.0732
64,50,true,false,2,0.70,5,49.9512
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,50.2686
64,50,true,false,2,0.70,5,50.2441
64,50,true,false,2,0.70,5,50.1953
64,50,true,false,2,0.70,5,49.7803
64,50,true,false,2,0.70,5,50.2441
64,50,true,false,2,0.70,5,49.7314
64,50,true,false,2,0.70,5,50.1709
64,50,true,false,2,0.70,5,49.9512
64,50,true,false,2,0.70,5,50.1709
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,50.2197
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,50.0732
64,50,true,false,2,0.70,5,50.0244
64,50,true,false,2,0.70,5,50.1221
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,50.0244
64,50,true,false,2,0.70,5,50.0732
64,50,true,false,2,0.70,5,50.0732
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,50.1709
64,50,true,false,2,0.70,5,49.7559
64,50,true,false,2,0.70,5,50.1221
64,50,true,false,2,0.70,5,50.2686
64,50,true,false,2,0.70,5,50.1953
64,50,true,false,2,0.70,5,49.9512
64,50,true,false,2,0.70,5,50.1709
64,50,true,false,2,0.70,5,50.0244
64,50,true,false,2,0.70,5,50.0244
64,50,true,false,2,0.70,5,50.1221
64,50,true,false,2,0.70,5,49.9023
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,50.1221
64,50,true,false,2,0.70,5,49.7314
64,50,true,false,2,0.70,5,50.1465
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,50.0977
64,50,true,false,2,0.70,5,50.2686
64,50,true,false,2,0.70,5,50.0000
64,50,true,false,2,0.70,5,50.1221
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,50.1953
64,50,true,false,2,0.70,5,50.2441
64,50,true,false,2,0.70,5,49.8535
64,50,true,false,2,0.70,5,50.1709
64,50,true,false,2,0.70,5,49.9756
64,50,true,false,2,0.70,5,49.9512
64,50,true,false,2,0.70,5,50.3418
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,49.8535
64,50,true,false,2,0.70,5,49.8291
64,50,true,false,2,0.70,5,50.0488
64,50,true,false,2,0.70,5,50.0000
